Center,Country,lat,lon,tweet20111,tweet20112,tweet20113,tweet20114,tweet20115,tweet20116,tweet20117,tweet20118,tweet20119,tweet201110,tweet201111,tweet201112,tweet20121,tweet20122,tweet20123,tweet20124,tweet20125,tweet20126,tweet20127,tweet20128,tweet20129,tweet201210,tweet201211,tweet201212,tweet20131,tweet20132,tweet20133,tweet20134,tweet20135,tweet20136,tweet20137,tweet20138,tweet20139,tweet201310,tweet201311,tweet201312,tweet20141,tweet20142,tweet20143,tweet20144,tweet20145,tweet20146,tweet20147,tweet20148,tweet20149,tweet201410,tweet201411,tweet201412,actor20111,actor20112,actor20113,actor20114,actor20115,actor20116,actor20117,actor20118,actor20119,actor201110,actor201111,actor201112,actor20121,actor20122,actor20123,actor20124,actor20125,actor20126,actor20127,actor20128,actor20129,actor201210,actor201211,actor201212,actor20131,actor20132,actor20133,actor20134,actor20135,actor20136,actor20137,actor20138,actor20139,actor201310,actor201311,actor201312,actor20141,actor20142,actor20143,actor20144,actor20145,actor20146,actor20147,actor20148,actor20149,actor201410,actor201411,actor201412
Helsinki,Finland,60.16985570000001,24.938379,0,0,0,0,0,0,0,0,1,139,148,232,303,341,387,468,671,579,518,881,854,789,824,701,886,692,896,977,1322,1260,1213,1624,1510,1506,2110,2137,2520,2388,4071,3811,4259,3857,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,76,117,158,172,182,190,254,262,252,347,355,347,358,323,367,316,398,400,559,490,475,609,568,588,786,763,792,819,1036,1054,1243,1176,510,0,0,0,0,0
Dongying,China,37.434751,118.67476699999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,2,0,0,0,0,0,1,0,0,2,1,4,5,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,2,1,1,2,0,2,0,0,3,1,0,0,0,0,0,0,0
Nizhny Novgorod,Russia,56.2965039,43.9360589,0,0,0,0,0,0,0,0,1,76,136,228,271,285,438,557,517,505,436,544,886,799,848,992,995,999,830,1069,1100,1038,811,876,1099,1313,1402,2276,2261,1825,2203,2200,2862,3447,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,46,61,84,90,125,147,147,177,170,179,221,234,271,270,263,254,246,251,271,255,225,251,272,303,326,382,398,355,394,403,461,454,261,0,0,0,0,0
Providence,United States,41.8239891,-71.4128343,0,0,0,0,0,0,0,0,3,183,310,461,534,594,662,656,717,754,695,912,1379,1844,1731,1879,2284,1758,2069,2716,2959,3133,3263,3616,4349,4500,5731,8078,9494,8841,9869,10207,10353,8231,3406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,153,215,256,266,292,318,347,355,345,409,546,631,663,685,745,643,661,736,752,758,758,753,989,1104,1390,1811,1968,1813,2000,1956,2001,1803,1076,0,0,0,0,0
Sofia,Bulgaria,42.69770820000001,23.3218675,0,0,0,0,0,0,0,0,0,32,24,65,63,80,93,105,135,172,161,170,254,258,278,337,359,278,411,1056,464,1456,1037,422,409,454,688,982,607,625,1024,1222,1313,1301,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,32,39,42,49,54,61,71,84,97,99,106,108,129,135,113,121,108,130,171,170,142,151,160,227,283,265,187,271,321,399,376,206,0,0,0,0,0
Fes,Morocco,34.01812460000001,-5.007845099999999,0,0,0,0,0,0,0,0,0,10,11,11,22,10,20,25,28,42,40,78,76,120,71,105,56,81,134,157,152,111,200,229,169,187,182,329,285,330,284,412,377,658,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,7,7,11,15,8,18,20,22,22,35,35,41,31,23,44,40,47,52,65,102,77,63,69,107,105,100,94,121,113,122,68,0,0,0,0,0
Jiaxing,China,30.753923999999998,120.75854299999999,0,0,0,0,0,0,0,0,0,1,2,0,2,23,1,1,1,10,5,10,0,6,16,1,3,3,2,1,0,7,2,1,4,10,7,10,13,17,4,9,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,3,4,0,2,3,1,3,3,2,1,0,4,1,1,4,5,6,4,7,6,2,8,6,4,5,0,0,0,0,0
Konya,Turkey,37.8746429,32.4931554,0,0,0,0,0,0,0,0,0,11,21,69,161,261,64,140,161,178,261,343,359,388,520,747,723,615,684,725,943,990,1022,1399,1330,1565,2063,4474,4738,4387,4446,4790,5670,5414,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,29,41,34,37,61,69,90,123,147,148,170,190,251,262,262,241,293,358,355,371,440,434,538,701,1220,1165,1031,1089,1271,1594,1521,940,0,0,0,0,0
Calgary,Canada,51.0486151,-114.07084590000001,0,0,0,0,0,0,0,0,32,336,505,465,514,526,646,685,602,897,1364,795,927,1149,1201,1106,1394,1051,1169,1271,1376,2538,3021,1552,1913,2266,2224,2311,2766,2747,3044,3631,4177,4695,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,6,134,198,201,215,212,271,283,276,323,577,356,409,474,443,417,525,428,470,518,518,645,837,577,705,771,812,881,921,923,1077,1129,1272,1312,1121,0,0,0,0,0
Hamamatsu,Japan,34.710834399999996,137.7261258,0,0,0,0,0,0,0,0,0,88,183,213,248,782,946,1025,1039,989,1093,1173,1100,1133,1252,1186,1292,1145,1347,1296,1531,1725,1856,2074,1933,1944,2102,2634,3014,2694,3739,3453,3996,3243,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,91,103,101,133,124,145,123,149,181,170,170,211,203,203,183,245,236,321,282,328,411,352,345,447,580,550,460,746,606,739,683,443,0,0,0,0,0
Nantong,China,31.980171999999996,120.894291,0,0,0,0,0,0,0,0,0,1,2,8,0,0,1,2,3,0,5,20,1,1,2,6,6,11,5,2,2,20,6,23,38,40,11,32,31,10,16,50,56,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,2,2,0,4,3,1,1,2,5,3,7,4,2,2,3,4,12,9,5,9,7,5,7,7,7,15,12,4,0,0,0,0,0
Xiangyang,China,32.008986,112.12241499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,2,0,4,9,3,1,0,0,17,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,3,1,2,1,0,0,3,3,1,1,1,1,0,0,0,0,0,0
Kathmandu,Nepal,27.7172453,85.3239605,0,0,0,0,0,0,0,0,0,36,39,43,74,117,117,114,136,99,138,147,152,214,176,188,184,241,169,243,188,262,304,381,447,524,742,1011,944,733,1033,1439,1679,2175,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,23,44,34,49,58,53,50,75,78,67,98,79,83,70,100,89,120,101,120,129,148,173,194,244,325,320,263,329,398,474,530,359,0,0,0,0,0
Belgrade,Serbia,44.786568,20.448921600000002,0,0,0,0,0,0,0,0,0,25,53,111,208,199,305,414,432,503,393,559,630,947,1092,1251,1187,959,1347,1280,1296,1338,1115,1274,1594,1821,2107,3489,3372,2887,4015,4292,4817,4919,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,56,83,107,128,166,201,208,188,223,244,315,358,382,376,347,391,397,440,454,420,371,483,516,633,956,797,771,902,939,1073,1097,600,0,0,0,0,0
Vasai-Virar,India,19.391927499999998,72.8397317,0,0,0,0,0,0,0,0,0,4,2,8,16,13,21,8,9,17,21,25,67,37,31,27,50,18,34,38,21,29,28,18,24,95,68,180,142,99,47,127,197,230,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,4,5,4,2,7,12,10,13,10,11,11,15,13,13,16,10,14,13,13,15,24,22,55,40,23,25,29,45,46,29,0,0,0,0,0
Tiruppur,India,11.1085242,77.3410656,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,6,1,7,10,7,21,12,24,17,26,10,15,13,18,15,48,35,35,32,73,101,15,23,100,135,87,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,1,6,7,6,11,9,8,11,8,6,6,6,9,5,13,12,17,18,28,26,10,13,22,42,32,17,0,0,0,0,0
Denpasar,Indonesia,-8.670458199999999,115.2126293,0,0,0,0,0,0,0,0,3,34,90,206,296,208,247,312,387,715,842,1219,1343,1818,2017,3199,3486,4535,5200,6221,7281,9176,10518,11163,10005,11335,12829,19971,19127,16375,17907,18265,18221,17031,8088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,45,79,104,97,117,156,177,260,355,455,530,594,688,945,1099,1299,1503,1636,1987,2236,2513,2861,2790,3210,3436,5015,4716,4166,4375,4168,4310,4150,2272,0,0,0,0,0
Marrakesh,Morocco,31.6294723,-7.9810845,0,0,0,0,0,0,0,0,0,63,100,121,115,55,98,139,124,160,210,167,236,395,534,415,634,261,355,295,313,437,355,716,689,537,531,1187,775,767,907,961,751,780,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,49,42,33,40,58,53,70,80,86,71,112,104,121,107,113,147,136,146,196,179,275,180,191,213,372,275,275,315,387,310,327,168,0,0,0,0,0
Vitoria,Brazil,-20.2976178,-40.2957768,0,0,0,0,0,0,0,0,0,134,122,228,293,306,289,223,275,261,268,349,399,448,477,532,675,633,1050,993,955,1157,2620,1676,1486,1661,1976,2864,4042,3466,3735,4411,4786,5805,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,60,89,112,111,121,103,119,127,128,152,149,176,211,230,258,259,258,285,263,316,330,342,333,368,487,742,839,676,804,860,871,1066,748,0,0,0,0,0
Sao Luis,Brazil,-2.5391098999999997,-44.2829046,0,0,0,0,0,0,0,0,0,65,94,152,104,117,172,96,162,161,181,192,272,386,389,460,514,390,569,706,720,882,1115,1013,878,894,896,1268,1877,1893,2082,2221,2319,3563,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,46,41,48,51,50,55,67,75,75,107,104,109,122,128,118,135,142,145,188,214,198,209,240,268,356,417,373,423,446,440,501,382,0,0,0,0,0
San Jose,Costa Rica,9.9280694,-84.09072459999999,0,0,0,0,0,0,0,0,7,133,268,315,265,392,544,522,664,926,816,859,1025,1130,1440,1462,1651,1451,2144,2293,2161,2289,2217,2242,2839,2741,3150,5455,6065,4823,5170,6459,6567,9498,4892,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,98,109,130,181,247,224,251,295,313,369,438,487,559,548,564,562,631,630,660,795,745,727,880,936,1071,1428,1515,1230,1405,1668,1664,2112,1337,0,0,0,0,0
Samara,Russia,53.2415041,50.2212463,0,0,0,0,0,0,0,0,3,53,129,355,298,305,249,377,513,379,508,394,827,1017,1538,1818,1598,1437,1571,1438,1336,1543,1380,1987,2440,2323,2130,2693,3016,2782,3042,3249,4019,4013,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,31,66,67,86,76,109,140,153,177,161,224,258,278,318,300,314,298,326,302,340,300,279,375,385,506,606,606,564,563,595,596,648,414,0,0,0,0,0
Mandalay,Myanmar,21.9588282,96.0891032,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,1,13,8,7,32,29,16,28,42,36,40,16,56,24,32,44,60,90,72,52,152,107,62,76,110,86,68,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,9,6,3,8,9,5,11,22,18,23,13,29,13,21,24,29,19,41,32,60,44,32,34,56,30,37,24,0,0,0,0,0
Dublin,Ireland,53.34980529999999,-6.2603097000000005,0,0,0,0,0,0,0,0,10,614,982,1138,1394,1913,2244,2347,2447,2829,3341,3162,3892,6065,6802,6721,7319,5686,8476,7864,8602,8403,9922,9233,9683,10401,12466,14087,15146,16390,22703,17891,19992,19400,8838,0,0,0,0,0,0,0,0,0,0,0,0,0,9,335,438,513,591,776,945,947,953,1138,1261,1235,1559,1858,2092,1965,1933,1843,2061,2105,2296,2463,2651,2556,3050,3388,3981,4313,4099,4464,5548,4887,5360,4884,2927,0,0,0,0,0
Kazan,Russia,55.8304307,49.06608060000001,0,0,0,0,0,0,0,0,2,58,118,252,249,328,462,624,570,570,702,761,1124,1457,1743,1492,1366,1599,1520,1984,1828,1849,1944,1462,2486,2300,2064,2802,2551,2904,3475,3479,3849,3996,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,43,78,84,107,124,168,170,183,209,242,288,333,394,384,364,344,364,418,378,390,523,388,485,498,539,608,591,547,677,733,731,699,448,0,0,0,0,0
Zhangjiakou,China,40.767545,114.886335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0
Omsk,Russia,54.9884804,73.3242362,0,0,0,0,0,0,0,0,6,77,41,157,167,203,183,299,367,382,335,596,665,972,878,1137,1409,1061,1297,1196,1135,1351,1674,2496,2322,2460,2185,2984,3423,3182,3952,4593,5311,4283,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,18,46,52,57,63,82,104,105,110,138,160,190,193,252,252,205,221,224,251,279,258,298,353,397,409,532,541,507,571,579,616,685,437,0,0,0,0,0
Jacksonville,United States,30.3321838,-81.655651,0,0,0,0,0,0,0,0,5,66,66,141,202,246,289,248,308,271,286,502,416,693,484,524,594,437,488,587,553,601,589,782,851,879,1266,2023,1984,1824,2405,3303,2404,2530,863,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,43,91,124,97,118,120,160,129,136,197,157,288,240,254,244,214,228,262,236,269,262,329,310,339,514,698,724,622,756,828,801,1000,391,0,0,0,0,0
Kananga,Democratic Republic of the Congo,-5.897522,22.417225600000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,48,107,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,10,1,0,0,0,0,0,0
Erbil,Iraq,36.2062933,44.008869700000005,0,0,0,0,0,0,0,0,0,2,3,12,3,5,8,13,10,31,30,46,42,62,94,66,153,212,428,154,284,243,406,255,333,426,639,906,838,1113,1270,1677,1307,1972,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,2,5,7,8,9,13,18,24,21,26,35,38,50,47,46,55,69,71,91,94,103,112,173,260,281,235,274,323,295,327,207,0,0,0,0,0
Chelyabinsk,Russia,55.1644419,61.4368431,0,0,0,0,0,0,0,0,0,87,158,255,289,273,332,361,439,384,465,535,761,732,824,1139,970,902,1053,1085,1338,1072,1059,1053,1848,1398,1404,1546,2163,2314,2722,2772,2659,2434,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,43,63,69,73,108,108,123,138,153,168,205,212,221,278,264,273,256,240,273,263,248,253,315,300,323,406,403,371,446,463,458,477,266,0,0,0,0,0
Cirebon,Indonesia,-6.7320229000000005,108.55231640000001,0,0,0,0,0,0,0,0,0,1,7,8,44,17,44,31,63,46,79,117,148,273,271,722,867,665,885,802,1088,1734,2516,3184,2416,2733,3134,4534,4328,3559,4524,4508,4474,5900,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,8,6,11,19,34,26,40,80,67,101,102,182,235,240,270,292,392,519,558,956,695,811,836,1251,1194,954,1052,1046,1142,1098,682,0,0,0,0,0
Huainan,China,32.625478,116.99993300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,5,0,1,0,0,3,0,2,2,5,1,3,1,5,5,7,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,1,0,0,2,0,2,1,4,1,2,1,3,5,4,5,5,1,0,0,0,0,0
Batam,Indonesia,1.0456264000000002,104.03045350000001,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,5,4,3,12,32,26,39,44,97,84,87,88,121,142,145,223,217,254,276,426,574,631,589,524,541,631,645,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,5,3,2,10,19,21,25,23,39,43,36,34,62,59,61,72,78,100,110,121,190,170,141,149,163,169,171,121,0,0,0,0,0
Adelaide,Australia,-34.92862120000001,138.59995940000002,0,0,0,0,0,0,0,0,10,100,201,201,393,274,399,366,400,307,318,409,476,607,740,622,611,547,753,528,600,610,782,839,1480,835,1395,1714,1727,1641,2136,2073,2068,1885,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,97,108,156,117,169,139,167,162,164,176,210,233,299,272,263,238,244,204,242,236,287,293,354,341,409,617,590,494,671,623,644,564,346,0,0,0,0,0
Kota,India,25.2138156,75.8647527,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,3,4,51,18,4,4,30,30,8,26,51,2,44,79,58,108,144,32,17,28,16,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,1,3,4,2,3,3,4,1,2,5,4,3,2,6,11,10,19,15,8,10,8,8,12,7,0,0,0,0,0
San Luis Potosi,Mexico,22.156469899999998,-100.9855409,0,0,0,0,0,0,0,0,3,75,115,132,183,186,246,332,329,328,506,452,594,631,797,1048,871,999,1501,1221,1343,1303,1558,1635,1917,1966,2168,3155,3509,2712,2924,4727,5732,5623,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,52,59,79,80,99,133,147,158,213,218,258,281,270,376,359,351,438,408,439,444,501,507,550,568,631,863,844,721,788,906,906,1031,627,0,0,0,0,0
Maracay,Venezuela,10.2441931,-67.60661640000001,0,0,0,0,0,0,0,0,0,11,19,32,41,56,39,75,67,94,289,563,1077,1462,1032,1391,2019,2238,2462,3337,2816,2433,2771,2656,3649,3526,3498,7544,6674,6781,6727,3873,4680,4742,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,21,24,20,30,43,40,101,182,296,431,311,414,439,473,591,833,696,587,549,547,671,662,843,1328,1182,1127,989,766,727,806,528,0,0,0,0,0
Rui'an,China,27.778657,120.655148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,0,0,9,0,0,0,0,4,2,8,0,2,2,6,4,1,4,12,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,2,0,0,0,0,3,2,3,0,2,2,4,4,1,1,6,1,1,3,0,0,0,0,0
Lianyungang,China,34.596653,119.22161100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,3,3,2,10,18,6,2,4,6,10,9,5,9,8,21,19,21,12,17,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,3,2,1,5,5,2,2,4,2,3,3,3,3,2,3,6,2,3,1,2,2,1,0,0,0,0,0
Tbilisi,Georgia,41.71513770000001,44.827096000000004,0,0,0,0,0,0,0,0,2,7,21,32,52,18,45,51,44,60,78,56,100,158,78,148,163,83,131,138,221,194,167,232,349,237,304,402,544,746,1080,990,1194,1398,727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,23,13,18,23,20,32,41,31,35,40,26,42,53,37,38,54,70,66,71,64,81,96,109,143,163,174,252,197,229,211,117,0,0,0,0,0
Chandigarh,India,30.7333148,76.7794179,0,0,0,0,0,0,0,0,0,8,11,38,13,18,12,26,43,35,42,39,55,60,69,79,81,121,109,71,60,85,110,112,115,247,472,336,434,301,456,434,526,367,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,10,15,11,17,21,18,25,21,23,31,36,44,43,35,44,43,38,49,33,56,57,54,63,124,117,68,117,135,136,114,84,0,0,0,0,0
Kigali,Rwanda,-1.9705786,30.1044288,0,0,0,0,0,0,0,0,2,0,3,7,10,14,11,16,18,26,38,38,51,75,44,106,59,57,63,101,85,122,91,142,95,151,131,198,220,153,154,178,381,288,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,5,8,7,9,10,13,19,20,22,26,24,36,22,27,25,35,34,41,38,42,37,70,70,82,64,50,61,83,114,106,78,0,0,0,0,0
Tegucigalpa,Honduras,14.072275099999999,-87.192136,0,0,0,0,0,0,0,0,1,42,85,116,126,142,134,124,235,246,389,743,846,1271,1303,2225,2321,2230,2671,2824,2576,4248,3509,5363,3913,3985,4827,7993,7676,4525,4381,4959,5207,6565,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,28,44,50,58,55,69,85,106,151,236,298,379,392,558,613,628,729,736,768,834,790,741,889,1035,1305,1752,1665,1054,984,1016,1079,1316,858,0,0,0,0,0
Mombasa,Kenya,-4.0434771000000005,39.668206500000004,0,0,0,0,0,0,0,0,0,0,1,3,6,8,11,19,15,26,63,72,68,84,98,166,216,119,403,221,229,197,176,220,215,215,190,559,669,430,437,430,660,846,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,8,9,10,11,29,36,30,31,59,70,72,53,62,72,83,67,81,85,89,84,96,162,153,94,121,121,160,174,111,0,0,0,0,0
Huaibei,China,33.955845000000004,116.79826499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,4,0,5,1,22,1,3,7,5,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,3,0,1,1,3,1,2,5,2,2,1,1,0,0,0,0,0
Malang,Indonesia,-7.9666204,112.6326321,0,0,0,0,0,0,0,0,5,16,27,76,43,105,107,121,209,293,474,680,917,1509,1767,2169,2317,2573,3092,3206,4003,4862,5465,7340,8847,9674,10396,15996,13392,10935,13457,12850,13013,13054,5534,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,32,28,41,62,68,110,144,206,265,331,415,504,753,755,917,961,1137,1324,1585,1695,2086,2437,2740,2911,4316,3913,3327,3813,3686,3804,3779,1870,0,0,0,0,0
Merida,Mexico,20.967370199999998,-89.5925857,0,0,0,0,0,0,0,0,7,145,202,353,377,430,504,700,784,1019,1114,1527,1734,2161,2723,3928,4514,3767,3554,4253,4468,4131,4283,4248,3618,3840,4695,6598,7031,5574,6058,5863,6974,8260,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,83,161,174,162,223,279,304,358,445,516,579,767,848,1126,1082,983,999,1071,1143,1087,1104,1072,1094,1184,1432,1843,1657,1470,1448,1554,1731,1868,1098,0,0,0,0,0
Tripoli,Libya,32.887209399999996,13.1913383,0,0,0,0,0,0,0,0,0,28,48,15,24,21,14,17,34,52,148,110,100,119,81,107,69,117,82,180,243,131,209,164,269,391,675,1132,1066,1535,1883,1553,1886,1381,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,6,8,9,10,10,17,33,38,36,38,31,26,33,39,37,57,50,48,81,65,101,129,162,229,211,207,197,243,274,266,164,0,0,0,0,0
Seville,Spain,37.3890924,-5.984458900000001,0,0,0,0,0,0,0,0,5,454,841,1433,1573,2017,2492,3453,2711,2864,3169,4354,7501,10421,13408,13689,12733,13003,15550,16124,15757,16750,11999,10819,16277,20260,20521,33225,32245,27198,31419,33392,36999,34433,12065,0,0,0,0,0,0,0,0,0,0,0,0,0,3,185,309,534,586,736,866,1160,1050,1061,1275,1612,2544,3212,3677,3971,3433,3496,3861,4213,3930,3899,3150,2760,4109,4748,5527,8185,6750,6007,6322,6805,6959,6825,3483,0,0,0,0,0
Memphis,United States,35.1495343,-90.0489801,0,0,0,0,0,0,0,0,4,103,134,210,273,304,408,309,459,356,362,301,384,403,574,643,532,357,484,561,1151,831,1017,700,716,756,1063,1532,2028,1839,2616,2511,2781,2348,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,81,130,139,167,223,186,257,215,228,202,193,235,275,333,304,196,254,260,444,326,371,348,290,342,515,685,755,692,1098,944,1067,894,462,0,0,0,0,0
Tengzhou,China,35.084021,117.16438799999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,3,0,0,0,0,0,0
Qom,Iran,34.639944299999996,50.8759419,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,5,5,15,14,25,20,29,21,25,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,4,7,6,10,5,10,9,6,7,4,0,0,0,0,0
Pekanbaru,Indonesia,0.5070677,101.4477793,0,0,0,0,0,0,0,0,0,3,6,23,42,44,34,52,102,162,178,320,356,337,609,698,1007,1285,1549,1928,2678,3474,3835,3885,4154,4947,4506,6545,6433,5552,6739,5906,6189,5853,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,24,20,17,27,55,81,88,157,141,170,220,298,353,439,441,572,716,827,905,1172,1161,1277,1279,1923,1821,1487,1705,1449,1472,1414,830,0,0,0,0,0
Quetta,Pakistan,30.1829713,66.998734,0,0,0,0,0,0,0,0,0,0,2,3,10,0,0,1,3,9,1,2,11,2,14,8,14,15,11,11,32,15,38,32,12,28,70,191,142,95,202,110,269,114,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,2,3,1,2,4,2,6,6,9,4,8,7,9,8,9,10,8,13,20,39,36,29,28,32,30,35,27,0,0,0,0,0
Onitsha,Nigeria,6.141312200000001,6.8029489000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,16,40,18,20,57,84,104,58,59,49,37,78,211,128,179,117,271,173,196,139,232,218,205,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,9,10,13,13,28,35,25,28,23,31,27,49,55,49,60,58,94,89,69,54,57,65,68,43,0,0,0,0,0
San Salvador,El Salvador,13.692940300000002,-89.2181911,0,0,0,0,0,0,0,0,3,69,98,163,182,289,308,303,456,434,788,1180,1524,2128,2319,3019,3516,3090,3446,3566,3842,3719,4255,4478,4956,5664,6709,12822,12966,7623,8636,8087,9528,10809,5243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,57,81,84,91,117,137,181,174,294,443,542,700,707,911,1026,971,954,1003,1057,1090,1113,1158,1287,1441,1753,2735,2567,1612,1664,1753,1798,2034,1309,0,0,0,0,0
Monrovia,Liberia,6.2907432,-10.7605239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,1,3,8,5,5,11,0,3,10,17,10,53,18,14,18,17,38,75,132,219,319,190,131,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,5,1,3,6,4,4,3,0,3,5,8,8,4,10,7,7,11,16,22,19,28,36,37,32,21,0,0,0,0,0
